"Name","Runtime","Notes","Tags","growing_jump","target_state","loss","loss0","step","total_seconds"
"ethereal-wood-1186","148","-","","0","sconf_image(""final/boat.png"")","0.009711448103189468","0.009711448103189468","1543","145.70299887657166"
"astral-river-1185","143","-","","0","sconf_image(""final/bear.png"")","0.009377866052091122","0.009377866052091122","1433","141.00999975204468"
"rich-flower-1184","70","-","","0","sconf_image(""final/beach.png"")","0.009945170022547243","0.009945170022547243","717","67.83399868011475"
"rare-thunder-1183","138","-","","0","sconf_image(""final/baboon.png"")","0.009943246841430664","0.009943246841430664","1438","135.7819995880127"
"tough-galaxy-1182","193","-","","0","sconf_image(""final/arctic.png"")","0.008643807843327522","0.008643807843327522","2019","190.72299909591675"
"wise-waterfall-1181","194","-","","0","sconf_image(""final/arch.png"")","0.00970813538879156","0.00970813538879156","2021","192.1859974861145"
"honest-fog-1180","113","-","","10","sconf_image(""final/wildflowers.png"")","0.009265442378818989","0.009265442378818989","1648","111.5639991760254"
"magic-bird-1179","104","-","","10","sconf_image(""final/waterfall.png"")","0.009924572892487047","0.009924572892487047","1449","101.4329993724823"
"scarlet-planet-1178","67","-","","10","sconf_image(""final/water.png"")","0.00996966753154993","0.00996966753154993","968","64.84099745750427"
"firm-eon-1177","69","-","","10","sconf_image(""final/watch.png"")","0.008721570484340191","0.008721570484340191","945","66.49400091171265"
"proud-jazz-1176","67","-","","10","sconf_image(""final/stress.png"")","0.009892117232084274","0.009892117232084274","1032","64.66699981689453"
"devoted-star-1175","125","-","","10","sconf_image(""final/rose.png"")","0.00997412670403719","0.00997412670403719","1674","122.5319983959198"
"blooming-yogurt-1174","103","-","","10","sconf_image(""final/pills.png"")","0.0099269300699234","0.0099269300699234","1607","101.06599760055542"
"curious-spaceship-1173","87","-","","10","sconf_image(""final/peppers.png"")","0.00981724727898836","0.00981724727898836","1283","84.76299524307251"
"misty-puddle-1172","75","-","","10","sconf_image(""final/opera.png"")","0.009588935412466526","0.009588935412466526","1086","72.39200043678284"
"eager-snowflake-1171","110","-","","10","sconf_image(""final/newyork.png"")","0.00969789642840624","0.00969789642840624","1509","107.2929995059967"
"feasible-dragon-1170","85","-","","10","sconf_image(""final/machine.png"")","0.009223845787346365","0.009223845787346365","1231","83.43499970436096"
"fresh-smoke-1169","85","-","","10","sconf_image(""final/lena.png"")","0.00937602762132883","0.00937602762132883","1236","82.15899848937988"
"robust-durian-1168","189","-","","10","sconf_image(""final/lake.png"")","0.009121042676270008","0.009121042676270008","2506","186.68099975585935"
"breezy-plasma-1167","83","-","","10","sconf_image(""final/kid.png"")","0.009161390364170074","0.009161390364170074","1220","79.61999940872192"
"major-microwave-1166","78","-","","10","sconf_image(""final/fontaine.png"")","0.00962434709072113","0.00962434709072113","1213","75.54500102996826"
"clear-puddle-1165","146","-","","10","sconf_image(""final/f16.png"")","0.009901188313961027","0.009901188313961027","2157","143.29199838638306"
"stellar-valley-1164","51","-","","10","sconf_image(""final/f15.png"")","0.009479712694883348","0.009479712694883348","731","49.249998569488525"
"still-oath-1163","102","-","","10","sconf_image(""final/corrosion.png"")","0.008245744742453098","0.008245744742453098","1405","99.895001411438"
"scarlet-brook-1162","126","-","","10","sconf_image(""final/cathedral.png"")","0.009887420572340488","0.009887420572340488","1803","123.89499855041504"
"vocal-water-1161","91","-","","10","sconf_image(""final/bonito.png"")","0.009697633795440195","0.009697633795440195","1319","89.53099870681763"
"silver-tree-1160","124","-","","10","sconf_image(""final/boat.png"")","0.009860489517450333","0.009860489517450333","1780","121.84799432754517"
"silver-energy-1159","121","-","","10","sconf_image(""final/bear.png"")","0.008910728618502617","0.008910728618502617","1853","119.0329999923706"
"gentle-microwave-1158","64","-","","10","sconf_image(""final/beach.png"")","0.009820041246712208","0.009820041246712208","1078","62.04100012779236"
"jolly-dawn-1157","108","-","","10","sconf_image(""final/baboon.png"")","0.009606186300516129","0.009606186300516129","1599","105.89599776268004"
"scarlet-flower-1156","144","-","","10","sconf_image(""final/arctic.png"")","0.009968158788979052","0.009968158788979052","1857","142.13699793815613"
"earnest-frog-1155","122","-","","10","sconf_image(""final/arch.png"")","0.009992506355047226","0.009992506355047226","1749","119.37799787521362"
"serene-firebrand-1154","124","-","","0","sconf_image(""final/wildflowers.png"")","0.009788173250854015","0.009788173250854015","1297","121.21099781990053"
"rare-frog-1153","113","-","","0","sconf_image(""final/waterfall.png"")","0.009648587554693222","0.009648587554693222","1175","110.99199986457825"
"desert-bee-1152","103","-","","0","sconf_image(""final/water.png"")","0.009372401051223278","0.009372401051223278","1067","100.9709973335266"
"laced-sky-1151","95","-","","0","sconf_image(""final/watch.png"")","0.009366126731038094","0.009366126731038094","984","92.62499833106996"
"fiery-oath-1150","83","-","","0","sconf_image(""final/stress.png"")","0.009864495135843754","0.009864495135843754","855","81.04699683189392"
"sleek-dawn-1149","182","-","","0","sconf_image(""final/rose.png"")","0.009597175754606724","0.009597175754606724","1906","179.91599440574646"
"honest-monkey-1148","159","-","","0","sconf_image(""final/pills.png"")","0.009559760801494122","0.009559760801494122","1659","156.9179983139038"
"honest-gorge-1147","159","-","","0","sconf_image(""final/peppers.png"")","0.009309357963502409","0.009309357963502409","1655","156.44499921798706"
"devout-donkey-1146","135","-","","0","sconf_image(""final/opera.png"")","0.009519184939563274","0.009519184939563274","1411","132.6949999332428"
"unique-thunder-1145","185","-","","0","sconf_image(""final/newyork.png"")","0.009993135929107666","0.009993135929107666","1933","182.90399956703183"
"apricot-meadow-1144","97","-","","0","sconf_image(""final/machine.png"")","0.009464247152209282","0.009464247152209282","1010","96.22999954223631"
"icy-pyramid-1143","118","-","","0","sconf_image(""final/lena.png"")","0.009768351912498474","0.009768351912498474","1226","116.77200055122375"
"drawn-cherry-1142","205","-","","0","sconf_image(""final/lake.png"")","0.009695886634290218","0.009695886634290218","2144","203.00200009346008"
"spring-hill-1141","123","-","","0","sconf_image(""final/kid.png"")","0.009896203875541689","0.009896203875541689","1283","120.51899933815002"
"generous-firefly-1140","123","-","","0","sconf_image(""final/fontaine.png"")","0.00954036321491003","0.00954036321491003","1288","121.16200017929076"
"worldly-valley-1139","160","-","","0","sconf_image(""final/f16.png"")","0.009624058380723","0.009624058380723","1686","157.73200035095215"
"graceful-firefly-1138","82","-","","0","sconf_image(""final/f15.png"")","0.009951225481927397","0.009951225481927397","846","79.89700031280518"
"azure-shadow-1137","152","-","","0","sconf_image(""final/corrosion.png"")","0.009202783927321434","0.009202783927321434","1603","150.28299498558044"
"vital-resonance-1136","158","-","","0","sconf_image(""final/cathedral.png"")","0.009894984774291515","0.009894984774291515","1660","155.83399963378906"
"rare-resonance-1135","107","-","","0","sconf_image(""final/bonito.png"")","0.009876469150185583","0.009876469150185583","1106","105.16700077056883"
"stellar-bush-1134","145","-","","0","sconf_image(""final/boat.png"")","0.009839843958616257","0.009839843958616257","1504","143.2429986000061"
"leafy-dawn-1133","120","-","","0","sconf_image(""final/bear.png"")","0.009255497716367245","0.009255497716367245","1234","117.4229998588562"
"expert-terrain-1132","114","-","","0","sconf_image(""final/beach.png"")","0.008131937123835087","0.008131937123835087","1173","111.52899956703186"
"denim-star-1131","111","-","","0","sconf_image(""final/baboon.png"")","0.009860355406999588","0.009860355406999588","1150","109.03599786758424"
"gentle-fog-1130","142","-","","0","sconf_image(""final/arctic.png"")","0.009672822430729866","0.009672822430729866","1484","140.08499908447266"
"easy-gorge-1129","118","-","","0","sconf_image(""final/arch.png"")","0.009831618517637253","0.009831618517637253","1232","116.01200008392334"
"swept-silence-1128","115","-","","10","sconf_image(""final/wildflowers.png"")","0.009433851577341557","0.009433851577341557","1662","112.5799844264984"
"upbeat-dust-1127","100","-","","10","sconf_image(""final/waterfall.png"")","0.009635771624743938","0.009635771624743938","1465","97.72799944877625"
"efficient-water-1126","76","-","","10","sconf_image(""final/water.png"")","0.00967690907418728","0.00967690907418728","1081","73.67899584770203"
"helpful-totem-1125","58","-","","10","sconf_image(""final/watch.png"")","0.009972535073757172","0.009972535073757172","861","55.430999994277954"
"royal-dawn-1124","85","-","","10","sconf_image(""final/stress.png"")","0.009374689310789108","0.009374689310789108","1257","83.26399993896484"
"skilled-bird-1123","100","-","","10","sconf_image(""final/rose.png"")","0.006872851401567459","0.006872851401567459","1429","97.72500157356262"
"sage-microwave-1122","141","-","","10","sconf_image(""final/pills.png"")","0.008757865987718105","0.008757865987718105","1994","138.9910011291504"
"robust-plant-1121","88","-","","10","sconf_image(""final/peppers.png"")","0.009951626881957054","0.009951626881957054","1294","86.25498843193054"
"fresh-brook-1120","88","-","","10","sconf_image(""final/opera.png"")","0.00945222284644842","0.00945222284644842","1242","85.87099957466125"
"desert-firebrand-1119","124","-","","10","sconf_image(""final/newyork.png"")","0.009420891292393208","0.009420891292393208","1712","121.96899795532228"
"misunderstood-rain-1118","78","-","","10","sconf_image(""final/machine.png"")","0.00974621158093214","0.00974621158093214","1192","75.70599865913391"
"fearless-darkness-1117","94","-","","10","sconf_image(""final/lena.png"")","0.009957135654985905","0.009957135654985905","1344","92.14699816703796"
"kind-dragon-1116","116","-","","10","sconf_image(""final/lake.png"")","0.008462863974273205","0.008462863974273205","1651","113.50999760627748"
"good-butterfly-1115","110","-","","10","sconf_image(""final/kid.png"")","0.009625074453651903","0.009625074453651903","1564","107.21999788284302"
"flowing-dawn-1114","74","-","","10","sconf_image(""final/fontaine.png"")","0.00981143582612276","0.00981143582612276","1232","71.21599960327148"
"pious-bird-1113","132","-","","10","sconf_image(""final/f16.png"")","0.009805561043322086","0.009805561043322086","1956","129.99699902534485"
"wise-galaxy-1112","59","-","","10","sconf_image(""final/f15.png"")","0.009843024425208569","0.009843024425208569","987","57.0220000743866"
"atomic-sun-1111","85","-","","10","sconf_image(""final/corrosion.png"")","0.00991307571530342","0.00991307571530342","1215","82.83399629592896"
"stilted-plasma-1110","88","-","","10","sconf_image(""final/cathedral.png"")","0.00957958586513996","0.00957958586513996","1278","85.98499965667725"
"dulcet-darkness-1109","78","-","","10","sconf_image(""final/bonito.png"")","0.009789388626813889","0.009789388626813889","1168","76.9300012588501"
"eager-durian-1108","118","-","","10","sconf_image(""final/boat.png"")","0.009837704710662363","0.009837704710662363","1686","116.72500109672546"
"winter-frog-1107","127","-","","10","sconf_image(""final/bear.png"")","0.009540203027427197","0.009540203027427197","1868","125.18100070953368"
"ethereal-blaze-1106","54","-","","10","sconf_image(""final/beach.png"")","0.0095076160505414","0.0095076160505414","916","52.39399743080139"
"sunny-paper-1105","101","-","","10","sconf_image(""final/baboon.png"")","0.009618467651307585","0.009618467651307585","1453","98.20199942588806"
"classic-fog-1104","148","-","","10","sconf_image(""final/arctic.png"")","0.00996654573827982","0.00996654573827982","2012","146.3050000667572"
"fragrant-resonance-1103","114","-","","10","sconf_image(""final/arch.png"")","0.009971542283892632","0.009971542283892632","1556","111.84499621391296"
"exalted-fire-1102","143","-","","0","sconf_image(""final/wildflowers.png"")","0.009317170828580856","0.009317170828580856","1480","141.356999874115"
"curious-tree-1101","90","-","","0","sconf_image(""final/waterfall.png"")","0.009366118349134922","0.009366118349134922","930","87.79600095748901"
"comfy-microwave-1100","104","-","","0","sconf_image(""final/water.png"")","0.009818552993237972","0.009818552993237972","1080","102.13500094413756"
"wobbly-monkey-1099","89","-","","0","sconf_image(""final/watch.png"")","0.009264666587114334","0.009264666587114334","891","86.45699858665466"
"blooming-disco-1098","124","-","","0","sconf_image(""final/stress.png"")","0.009988239966332912","0.009988239966332912","1289","122.49799942970276"
"fast-frog-1097","198","-","","0","sconf_image(""final/rose.png"")","0.009745674207806587","0.009745674207806587","2057","195.846999168396"
"efficient-vortex-1096","179","-","","0","sconf_image(""final/pills.png"")","0.009462029673159122","0.009462029673159122","1836","176.9720001220703"
"ruby-lake-1095","155","-","","0","sconf_image(""final/peppers.png"")","0.009821352548897266","0.009821352548897266","1607","153.02399682998657"
"swept-wildflower-1094","121","-","","0","sconf_image(""final/opera.png"")","0.00987946894019842","0.00987946894019842","1247","118.4059989452362"
"lunar-snowball-1093","163","-","","0","sconf_image(""final/newyork.png"")","0.009901740588247776","0.009901740588247776","1718","161.7999985218048"
"treasured-resonance-1092","88","-","","0","sconf_image(""final/machine.png"")","0.00996223371475935","0.00996223371475935","887","85.4200005531311"
"divine-dream-1091","116","-","","0","sconf_image(""final/lena.png"")","0.009161130525171757","0.009161130525171757","1184","114.09200263023376"
"whole-fog-1090","228","-","","0","sconf_image(""final/lake.png"")","0.009910461492836475","0.009910461492836475","2408","225.73599886894223"
"rich-hill-1089","115","-","","0","sconf_image(""final/kid.png"")","0.00994574185460806","0.00994574185460806","1189","112.40699648857117"
"noble-salad-1088","115","-","","0","sconf_image(""final/fontaine.png"")","0.009165233932435513","0.009165233932435513","1172","112.51899647712708"
"mild-snowflake-1087","131","-","","0","sconf_image(""final/f16.png"")","0.009981252253055573","0.009981252253055573","1350","129.24699687957764"
"sandy-shape-1086","82","-","","0","sconf_image(""final/f15.png"")","0.00994634721428156","0.00994634721428156","842","80.04399991035461"
"unique-music-1085","151","-","","0","sconf_image(""final/corrosion.png"")","0.009982891380786896","0.009982891380786896","1538","148.88999915122986"
"wobbly-silence-1084","131","-","","0","sconf_image(""final/cathedral.png"")","0.009996702894568443","0.009996702894568443","1380","130.0319995880127"
"unique-fire-1083","96","-","","0","sconf_image(""final/bonito.png"")","0.009694150649011137","0.009694150649011137","992","94.02900075912476"
"fresh-frog-1082","133","-","","0","sconf_image(""final/boat.png"")","0.0095907524228096","0.0095907524228096","1382","130.92199850082395"
"worldly-rain-1081","106","-","","0","sconf_image(""final/bear.png"")","0.009598836302757263","0.009598836302757263","1091","103.7939989566803"
"winter-pyramid-1080","93","-","","0","sconf_image(""final/beach.png"")","0.009932360611855984","0.009932360611855984","951","91.6019983291626"
"legendary-sponge-1079","132","-","","0","sconf_image(""final/baboon.png"")","0.009933829307556152","0.009933829307556152","1374","129.95699524879456"
"likely-dust-1078","248","-","","0","sconf_image(""final/arctic.png"")","0.009995002299547195","0.009995002299547195","2613","246.1549994945526"
"dazzling-terrain-1077","155","-","","0","sconf_image(""final/arch.png"")","0.009702038951218128","0.009702038951218128","1619","152.5939998626709"
"fresh-breeze-1076","116","-","","10","sconf_image(""final/wildflowers.png"")","0.009460210800170898","0.009460210800170898","1672","113.66100072860718"
"breezy-breeze-1075","99","-","","10","sconf_image(""final/waterfall.png"")","0.009563714265823364","0.009563714265823364","1723","96.27499842643738"
"golden-butterfly-1074","83","-","","10","sconf_image(""final/water.png"")","0.00995729025453329","0.00995729025453329","1212","81.00300002098083"
"giddy-gorge-1073","61","-","","10","sconf_image(""final/watch.png"")","0.009469936601817608","0.009469936601817608","950","58.444000244140625"
"ethereal-fire-1072","94","-","","10","sconf_image(""final/stress.png"")","0.009720051661133766","0.009720051661133766","1456","92.42399907112122"
"clear-glade-1071","121","-","","10","sconf_image(""final/rose.png"")","0.008378208614885807","0.008378208614885807","1715","119.04700016975404"
"unique-feather-1070","142","-","","10","sconf_image(""final/pills.png"")","0.008050092495977879","0.008050092495977879","2124","140.50399947166443"
"fast-violet-1069","85","-","","10","sconf_image(""final/peppers.png"")","0.009500172920525074","0.009500172920525074","1247","82.25599837303162"
"grateful-feather-1068","90","-","","10","sconf_image(""final/opera.png"")","0.009740534238517284","0.009740534238517284","1223","88.41099500656128"
"lucky-thunder-1067","116","-","","10","sconf_image(""final/newyork.png"")","0.009803426451981068","0.009803426451981068","1685","113.30899953842165"
"true-dream-1066","81","-","","10","sconf_image(""final/machine.png"")","0.009474887512624264","0.009474887512624264","1219","78.75800037384033"
"cool-spaceship-1065","101","-","","10","sconf_image(""final/lena.png"")","0.009174072183668612","0.009174072183668612","1541","98.5659999847412"
"electric-mountain-1064","128","-","","10","sconf_image(""final/lake.png"")","0.009996945038437843","0.009996945038437843","1863","125.47300052642822"
"solar-flower-1063","102","-","","10","sconf_image(""final/kid.png"")","0.009990151040256023","0.009990151040256023","1375","99.57699966430664"
"youthful-bee-1062","80","-","","10","sconf_image(""final/fontaine.png"")","0.00960926990956068","0.00960926990956068","1224","77.35300135612488"
"sweet-rain-1061","127","-","","10","sconf_image(""final/f16.png"")","0.009699623100459576","0.009699623100459576","1747","124.48300051689148"
"solar-firefly-1060","47","-","","10","sconf_image(""final/f15.png"")","0.009234203957021236","0.009234203957021236","679","44.41400074958801"
"glorious-plasma-1059","91","-","","10","sconf_image(""final/corrosion.png"")","0.009497887454926968","0.009497887454926968","1357","89.13799047470093"
"sweet-breeze-1058","89","-","","10","sconf_image(""final/cathedral.png"")","0.009420022368431091","0.009420022368431091","1243","86.46200013160706"
"dark-waterfall-1057","82","-","","10","sconf_image(""final/bonito.png"")","0.009995021857321262","0.009995021857321262","1179","79.34397792816162"
"usual-puddle-1056","108","-","","10","sconf_image(""final/boat.png"")","0.009528354741632938","0.009528354741632938","1602","106.16399955749512"
"morning-feather-1055","104","-","","10","sconf_image(""final/bear.png"")","0.009922846220433712","0.009922846220433712","1576","101.73899865150452"
"devoted-rain-1054","55","-","","10","sconf_image(""final/beach.png"")","0.009739556349813938","0.009739556349813938","839","52.51500153541565"
"hopeful-sun-1053","110","-","","10","sconf_image(""final/baboon.png"")","0.00990320835262537","0.00990320835262537","1667","107.35599875450134"
"grateful-meadow-1052","184","-","","10","sconf_image(""final/arctic.png"")","0.009945034049451351","0.009945034049451351","2513","181.69700050354004"
"olive-star-1051","111","-","","10","sconf_image(""final/arch.png"")","0.009993258863687515","0.009993258863687515","1624","109.96999835968018"
"flowing-pine-1050","234","-","","0","sconf_image(""final/wildflowers.png"")","0.00982572790235281","0.00982572790235281","2440","231.43397974967957"
"good-wildflower-1049","108","-","","0","sconf_image(""final/waterfall.png"")","0.00993251334875822","0.00993251334875822","1118","105.57100009918211"
"graceful-elevator-1048","104","-","","0","sconf_image(""final/water.png"")","0.009345141239464285","0.009345141239464285","1060","101.2330002784729"
"true-cherry-1047","74","-","","0","sconf_image(""final/watch.png"")","0.009797408245503902","0.009797408245503902","759","72.98500204086304"
"crisp-donkey-1046","139","-","","0","sconf_image(""final/stress.png"")","0.009863062761723995","0.009863062761723995","1425","136.5869972705841"
"lunar-dew-1045","226","-","","0","sconf_image(""final/rose.png"")","0.009901576675474644","0.009901576675474644","2337","224.08499884605408"
"golden-dawn-1044","206","-","","0","sconf_image(""final/pills.png"")","0.009952123276889324","0.009952123276889324","2134","204.0189983844757"
"usual-moon-1043","135","-","","0","sconf_image(""final/peppers.png"")","0.009790509939193726","0.009790509939193726","1400","133.20299983024597"
"amber-silence-1042","127","-","","0","sconf_image(""final/opera.png"")","0.009668607264757156","0.009668607264757156","1293","124.99299931526184"
"dashing-durian-1041","191","-","","0","sconf_image(""final/newyork.png"")","0.00925685092806816","0.00925685092806816","1984","189.01697969436648"
"dark-cloud-1040","95","-","","0","sconf_image(""final/machine.png"")","0.009943910874426363","0.009943910874426363","982","92.57399845123292"
"hearty-darkness-1039","113","-","","0","sconf_image(""final/lena.png"")","0.009513969533145428","0.009513969533145428","1187","111.10900044441225"
"tough-darkness-1038","236","-","","0","sconf_image(""final/lake.png"")","0.0098387124016881","0.0098387124016881","2489","233.95298504829407"
"woven-valley-1037","105","-","","0","sconf_image(""final/kid.png"")","0.009909231215715408","0.009909231215715408","1077","103.10000109672546"
"logical-glade-1036","92","-","","0","sconf_image(""final/fontaine.png"")","0.009269091300666332","0.009269091300666332","940","89.6220052242279"
"comic-plasma-1035","153","-","","0","sconf_image(""final/f16.png"")","0.009153672493994236","0.009153672493994236","1552","150.90399980545044"
"upbeat-salad-1034","65","-","","0","sconf_image(""final/f15.png"")","0.009728544391691685","0.009728544391691685","658","62.7549831867218"
"still-brook-1033","159","-","","0","sconf_image(""final/corrosion.png"")","0.009238422848284245","0.009238422848284245","1640","156.79799818992615"
"dauntless-fog-1032","136","-","","0","sconf_image(""final/cathedral.png"")","0.009821834973990915","0.009821834973990915","1384","133.3730001449585"
"charmed-leaf-1031","126","-","","0","sconf_image(""final/bonito.png"")","0.009523865766823292","0.009523865766823292","1287","123.34999537467957"
"colorful-oath-1030","149","-","","0","sconf_image(""final/boat.png"")","0.009392527863383291","0.009392527863383291","1461","147.0749967098236"
"effortless-sound-1029","115","-","","0","sconf_image(""final/bear.png"")","0.009242406114935877","0.009242406114935877","1162","112.29799818992616"
"whole-star-1028","82","-","","0","sconf_image(""final/beach.png"")","0.009670245461165903","0.009670245461165903","838","79.91100144386292"
"polished-wood-1027","122","-","","0","sconf_image(""final/baboon.png"")","0.009705908596515656","0.009705908596515656","1203","119.85700035095216"
"sparkling-haze-1026","273","-","","0","sconf_image(""final/arctic.png"")","0.009699529968202114","0.009699529968202114","2625","270.6429994106293"
"vital-totem-1025","218","-","","0","sconf_image(""final/arch.png"")","0.009467193856835364","0.009467193856835364","2030","209.53251552581787"
"smooth-elevator-1024","55","-","","0","sconf_image(""final/cathedral.png"")","0.025046003982424736","0.025046003982424736","504",""
"confused-vortex-1023","108","-","","0","sconf_image(""final/bonito.png"")","0.009775747545063496","0.009775747545063496","1098","106.1239800453186"
"usual-fog-1022","158","-","","0","sconf_image(""final/boat.png"")","0.009472980163991451","0.009472980163991451","1597","156.22198033332825"
"smart-plasma-1021","123","-","","0","sconf_image(""final/bear.png"")","0.009780350141227244","0.009780350141227244","1228","120.53699922561646"
"fanciful-dust-1020","81","-","","0","sconf_image(""final/beach.png"")","0.009677114896476269","0.009677114896476269","816","77.50300002098083"
"good-sponge-1019","163","-","","0","sconf_image(""final/baboon.png"")","0.009702865034341812","0.009702865034341812","1588","159.1859962940216"
"sleek-pond-1018","265","-","","0","sconf_image(""final/arctic.png"")","0.00989354308694601","0.00989354308694601","2669","262.8220021724701"
"drawn-frost-1017","242","-","","0","sconf_image(""final/arch.png"")","0.009904149919748306","0.009904149919748306","2175","235.83500123023987"
"fine-cherry-1016","45","-","","0","sconf_image(""final/f16.png"")","0.03327056020498276","0.03327056020498276","433",""
"eager-blaze-1015","95","-","","0","sconf_image(""final/f15.png"")","0.009445725940167904","0.009445725940167904","966","93.03200125694276"
"sparkling-sound-1014","120","-","","0","sconf_image(""final/corrosion.png"")","0.00927759800106287","0.00927759800106287","1243","117.99400091171265"
"glorious-cloud-1013","148","-","","0","sconf_image(""final/cathedral.png"")","0.00986611284315586","0.00986611284315586","1538","145.5079972743988"
"happy-waterfall-1012","129","-","","0","sconf_image(""final/bonito.png"")","0.009962412528693676","0.009962412528693676","1355","128.03999638557434"
"revived-totem-1011","129","-","","0","sconf_image(""final/boat.png"")","0.009925282560288906","0.009925282560288906","1349","126.6819987297058"
"dandy-glade-1010","150","-","","0","sconf_image(""final/bear.png"")","0.00988403707742691","0.00988403707742691","1525","147.47599935531616"
"olive-glade-1009","86","-","","0","sconf_image(""final/beach.png"")","0.009821582585573196","0.009821582585573196","871","83.41199970245361"
"devoted-terrain-1008","109","-","","0","sconf_image(""final/baboon.png"")","0.009112275205552578","0.009112275205552578","1094","106.77100038528442"
"happy-glitter-1007","152","-","","0","sconf_image(""final/arctic.png"")","0.009640813805162908","0.009640813805162908","1545","149.87700200080872"
"denim-galaxy-1006","236","-","","0","sconf_image(""final/arch.png"")","0.009038512594997885","0.009038512594997885","2406","233.12903118133545"